text,label
洽谈商务合作，推进合作项目进程，协助谈成多单 10w+的商务合作,1
执行力强,0
组织供应商开发、维护及评估考核,2
合理优化薪酬激励方案,1
通过行业经验研究最前沿的人力资源理论与实践，提出人力资源政策迭代方案,0
督导应收款回款跟进及存货周转效率的提升,1
盘点人力资源部门各个模块工作情况,0
负责协调处理客户交付过程中的各类异常，保障交付,1
宏观战略分析能力,0
在与内部、外部团队合作中，不断总结优化补货策略,0
推动供应链全链路降本,0
配合人力资源部门一起组织开展企业文化建设活动,2
系统掌握某领域的理论、方法与工具，能够主导解决方案的研究,0
深入了解各岗位人员能力状况,1
工作细致、工作细心，认真,2
帮助意向企业规划全年可以领取的各类政策补贴,0
与采购、运营部门协同，优化周转到合理水平,1
以咨询解答企业税务问题为主（先通过电话，后微信沟通，类似咨询顾问、客服等工作性质）,1
分析各店的销售与库存状况等数据信息，优化商品参数和系统的补货参数,0
合理安排活动日程，高效处理潜在问题，培养了解决问题和应对压力的能力,0
分析测评数据,0
文档撰写能力强,1
为校队队员组织一系列训练计划，带领校队队员进行系统性训练,0
积极响应客户要求,2
学习能力强,2
参与项目商务谈判、尽职调查、可行性研究,1
负责搭建监察审计体系，建立及健全各项审计规范，管理制度，监督规章制度的落地实施,0
推动实施高管及干部队伍的激励、薪酬、绩效与选聘改革,0
快速开发新产品的能力,0
帮助销售经理开拓、沟通和管理区域的重要客户，并负责协调维护市场与技术关系,1
持续改进招聘流程、方法和工具,0
建立高效活动执行规范，不断优化完善活动运营流程,0
积极主动,2
科学性、计划性和可持续性地建立组织发展和人才发展规划，推进落地,0
较强的商业敏感度，能够快速熟悉业务产品状况及市场定位,0
外语能力上通过英语四、六级，有良好的听说读写能力,1
熟练使用需求设计相关软件，至少包括Axure、Mindmanager、Microsoft Visio等,0
主导完善供应商开发导入和考核管理制度,0
行动迅速,0
不泄露销售秘密,2
谈判能力,1
有较强的组织协调、沟通能力,1
有想法、有品位,2
协同业务一号位设计业务战略方向,0
具有较强的员工激励能力,1
推动战略级项目的交付,0
快速解决供应物料品质、交期问题,0
以目标为导向,0
头脑灵活，应变能力强,0
广告、新闻、传媒专业毕业优先,0
根据自品牌结构及发展需求开发、筛选、维护、评估、更新供应商体系,0
负责规划外购成品、零部件的年度采购生产计划、库存控制和成本降低,0
主导PLM/ERP系统上线,0
良好的学习和创新能力,0
负责推动员工沟通计划，负责领导员工满意度调查的行动计划的制定,0
主修课程：C 语言程序设计、电路基础原理、数字电路原理、计算机组成原理、嵌入式操作系统、Windows Server、Android Studio、桌面游戏设计原型、游戏运营策划、软件测试,0
机灵聪敏,0
充分理解劳动法/员工手册/文化价值观,0
推动最新人才策略落地,0
不断优化供应链各项指标，持续改善产品毛利,0
制订激励制度,0
有一定的数据分析能力,0
工作积极主动,2
针对重大调整事项与企业高级管理层沟通,1
互联网思维，优秀的数据分析能力,0
分配协调采购成员工作任务,0
针对性地制定和优化运营方案,0
从0到1搭建供应链管理团队,1
组织建立系统的市场调查和分析工作机制，了解市场的变化，总结市场变化的内在规律,0
负责管理区域培养优秀的管理人员，使之具备良好的竞争优势,1
专业进取；工作积极、勤奋,2
良好的亲和力,2
向社团传递学校通知，解决问题，消息触达率 100%。与学校沟通重难点，保持信息畅通,1
多年手机通讯、VR、无人机、机器人、IOT智能产品供应链计划管理、交付管理工作经验,0
公司消息资讯的上传下达,1
完成 ERP 系统的流程调研和需求蓝图调研,0
性格开朗乐观，具有良好的人际交往能力,2
积累业内人脉,1
积极拓展外部合作关系,1
注重细节，避免疏忽失误，保证工作质量,2
实现客户订单准时快速交付,0
编写 ERP 操作手册并组织培训工作,0
带领团队进行账务核算降本增速、中澳双 ssc 模式开拓、财务报告、业财分析、预算预测、税务筹划、内部风险控制、资金管理等财务各方面的工作,1
负责短视频文案内容策划与撰写,1
卓越的逻辑思维与分析能力，能够很好的规划和设计产品功能、使用流程与交互体验,0
完成海外子公司的 ERP 上线,0
根据公司不同阶段发展需求，对招聘流程进行回顾和总结并不断进行优化,0
坚毅不拔，吃苦耐劳，喜欢和善于迎接新挑战,2
负责公司所有职能类岗位的交付工作,0
熟练使用需求设计相关软件，至少包括Axure、Mindmanager、Microsoft Visio等,0
开展战略引领、整合协同、共享服务体系,0
根据市场订单需求及预测，制定月度需求规划,0
具备较强的组织协调能力,1
良好的跨部门沟通能力和团队协作能力,1
在2021年9月成功进入16所目标院校完成进校宣讲工作，场场取得不错效果,1
有服务意识；服务意识强,2
与各渠道KOL、博主洽谈商务合作,1
相关重要合同档案管理,0
撰写行业分析、案例分析、组织与人力资源管理等方面的文章,1
具备团队管理经验；具有团队合作精神；具有良好的团队精神,1
掌握 C4DPSPR 软件的基本应用，Excel-熟练 Word-熟练 PPT-熟练,0
独立完成多项目的从 0 到 1 的孵化及后续的平稳跟进,0
带领团队优化PLM数据运作规则,1
具备良好的沟通能力和团队协作精神，能够与同事和领导保持良好的合作关系,1
抗压能力强，适应较快工作节奏,2
具备管理能力与销售管理能力,0
主要负责渠道开拓与维护,0
熟悉国家、地区及企业关于合同管理、薪金制度、用人机制、保险福利待遇、培训等方面的法律法规及政策,0
有海外留学经历，可以将英语作为工作语言,1
具备良好的敬业精神,2
分析判断能力,0
负责电商销售团队的运营激励,1
统筹设立国内中心仓和海外仓，新建新加坡、,0
协助HR后台功能的健全发展，参与制订人力资源全面解决方案,2
主导策划新成立部门的组织架构、工作体系与机制、业务核心指标、人才能力模型等,0
共同开发新能源项目,2
协调需求部门、职能管控部门、法务、财务等内部部门,1
研究政府相应规划，根据公司的战略规划，行业洞察与竞对分析，为管理层提供供应链战略分析和落地执行方案,0
分析并筛选项目,0
普通话二级甲等；大学英语四（CET-4），良好的听说读写能力,1
能对产品的各环节精准把控，有产品的全局观,0
主修课程： 审计学、会计学、财务管理、税收筹划、市场营销、统计学等课程,0
逻辑清晰，出案效率高,0
制定和达成公司的财务目标,0
确保现有供应商和新开发供应商为我司战略合作伙伴关系,1
制定物流预算、优化审批标准,0
高效拆解目标、推进项目执行,1
具备较强产品洞察力和敏锐感，善于发掘用户潜在需求，具有一定的行业前瞻性,0
（具备独立完成1000人及以上全国五险一金数据工作相关经验）进行数据洞察,0
协助产品开发上市,2
根据市场订单需求及预测，制定月度需求规划,0
沟通交流能力强,1
按业绩做滚动多周预测，推行双轨计划，周计划驱动备料，日计划驱动生产,0
作为项目负责人，开发了 13 款产品，拥有 8 项专利，帮助创造了约 3 亿的销售额,1
深刻透彻的了解业务需求，通过探索消费者的需求结合行业特征进行多维度的商业模式的产品探索及落地执行,0
就财税意见与板块总部充分沟通,1
勤奋,2
深刻理解业务运营模式和指标，了解行业动向和市场需求，为业务目标负责,0
负责仓储物流管理,0
能适应高效率的工作节奏、良好的抗压能力,2
定期出具项目报告完成汇报工作,1
积极开发新客户，同时与已签约客户保持良好、持续的沟通,1
组织策划团体活动,0
梳理招聘录用的流程并形成闭环管理,0
分析各类销售报告,0
建立有效的分工合作机制,0
协同产品、设计与研发团队，推动需求落地与研发，优化后台与客⼾端功能优化,1
主观能动性强,2
协助人力部门进行招聘相关工作，包括搜索简历、安排面试流程,2
完成新客户开发及现有客户二次开发工作,0
优化库存管理制度,0
通过团队成员的工作计划及完成情况跟进，及时进行辅导、激励,1
具备良好的沟通协调能力,2
财务 ORACLE-ERP 系统,0
根据公司战略目标及市场生态发展趋势，以及不同市场与客户需求情况制定供应链战略，设计供应链管理模式，推行精敏供应链，满足客户需求,0
关注时事热点 ，有一定的新闻敏锐性，能跟进社会热点,0
打破部门墙、提升供应链整体运作效率,0
有财务背景和会计相关基础的优先考虑,0
熟练掌握Office办公软件，能用excel数据透视表、lookup 、sumifs等函数进行数据分析，输出报表,0
英语四级、英语六级，英语读写能力良好,1
通过电话、拜访与企业客户保持良好沟通,1
具有较强的逻辑思考能力，善于定位问题和结构化思考,0
分析商品销售、毛利等贡献参数,0
主导过供应链管理体系和物料标准化体系建设,0
参与公司各类投资项目的谈判与执行工作,1
熟悉SQL语言和各种查询函数，能使用MySQL进行数据查询及数据分析,0
分析市场（高科技、制药、石油化工、制造业和高管薪酬）的薪酬数据,0
牵头组织落实供应商的考核和应用,1
能吃苦；稳定性强,2
软件产品设计经验，需具备数据可视化、业务系统与其他B端应用相关产品设计经验。C端产品设计经验,0
结合行业分析、DCF 分析等方法对项目估值建模分析,0
曾作为轮滑社副社长参带领轮滑社获得学习十大优秀社团,1
推文日常管理以及编辑通知下达,0
性格开朗,2
具备较强的组织及沟通能力,1
数据性工作相关经验,0
高效的执行能力,2
培训体系的优化与管理,0
负责公司销售及其他营销文件资料的管理、归类、整理、建档和保管工作,0
有责任心，目标感强，有良好的全局观念和自学能力,2
谈判能力,1
根据项目合同编写组织管控与人力资源管理等咨询项目的执行方案与执行计划,1
沉淀战略及策略目标探索落地的方法论,0
建立业务风险识别预防和供应交付管理机制,0
召集各专业的学生对私人时间进行梳理,1
对项目结果负责；对留存和业务增长负责；为平台用户活跃、平台GMV指标等数据负责,2
会展职业经理人,0
坦诚敢说,2
使用 OEM、ODM、外协加工、VMI、原材料期货等供应链技术,0
协助董事会文件起草,2
负责学生社团排剧活动,1
负责琴行前台的客户咨询来访。主要负责跟进客服微信咨询以及进店咨询的客户，创建学生老师回课群，通课排课，回课提醒；在职期间，曾最高完成业绩达 12w，当月共招生21个学生,1
enabling the identification of key opportunities and issues,0
勤于思考,2
通过公司数据库、企业list、网络搜索、陌生电话寻访、人脉推荐等渠道寻找合适候选人,1
指导和管理采购员执行季度月度采购计划,1
根据不同门店特点，制定不同的商品规划策略,0
建立持续学习的文化氛围，推动绩效激励和工程师文化,0
根据业务目标制定招聘策略，提供有效的人才招聘方案，维护业务战略合作关系,0
政府关系维护、信息沟通，政府决策流程协调,1
总结和改进项目管理流程,0
根据用人部门的需求进行招聘，负责发布岗位、筛选简历、邀约面试、初面、跟进 offer、候选人背调等工作,1
充满热情，积极努力,2
会议决策项的跟踪与落实,0
分析供应商生产产能，对现有生产订单的订单量和生产进度，物料安排计划，物料库存水平进行预测和跟踪,0
支持日常行政类工作，如公司档案管理，办公用品管理，接待管理等,0
相关人力资源管理报告的书写,0
负责某药企战略性人才规划项目,0
多年互联网创业企业投资与顾问经验,0
推动机构业务 “以客户为中心”的组织模式和运作机制转型,0
与人才绩效发展体系,0
为业务部门的战略落地提供人力资源专业建议,0
协助完善相关模块的体系搭建，完成工具、方法的持续提升改进,0
采购全程监控采购风险,0
汽车市场终端客户挖掘及关系维护,1
热爱所在的每一个行业,2
为客人提供准确的问询服务、保护客人隐私信息,2
维护与开发客户,2
有很多不同的想法，有用不完的脑洞,0
与甲方以及项目管理人员沟通项目制作的细节,1
通过 OP/OKR/KPI 管理工具层层分解组织目标,0
团队意识强,1
协调配送中心、门店等针对如新店、应急预案进行特殊配货,1
编制公司月度、季度、年度供应链成本、效率、体验三大运营状况分析报告,0
充满热情，积极努力,2
拥有近百亿规模上市集团公司供应链和研发平台管理经验,0
整合供应链资源，降低集采成本,0
与院内顾客建立关系,1
执行力强,0
多年非洲、西欧和中东等海外地区常驻经历,0
根据公司的业务需求，及时调整招聘流程,0
沟通公司与中介机构、投资人间的上市相关事宜理,1
指导集团各单位完成费用预算线上编制、调整、实际数维护的工作,1
撰写项目评估报告、投资建议书等材料,1
撰写文章,1
协助客户制定合理的集团定价策略,2
开展员工座谈会等增强凝聚力,0
全面负责 ROE 公司及其海外子公司整体财务运作,0
参加项目的采购招标议价，合理评估价格的合理性,0
对店内充值活动等进行推荐，引导顾客参与,1
不定期支持业务评估组织架构和人才盘点,0
详细的产品文档输出，包括用户场景、业务流程图、高保真原型图、交互设计以及详尽需求文档等；输出竞品分析报告,1
主策划了2 次大型校级活动,1
负责公众平台文案编辑、图片选取及内容排版,0
组织供应商的开发、评估与考核,0
有好奇心,0
负责各类活动计划与执行,0
与战略合作伙伴合作,2
与顾客和同伴保持良好的沟通,1
长短期商业模式探索及寻找经济第二曲线探索,0
拆解与提炼公司的核心经营问题,0
结合集团组织战略调整，配置、优化部门组织架构及人力结构，公司核心变革政策的传递与解读,0
有效利用内部资源及外部渠道，不断开发与维护候选人人脉资源，建立人才库,0
有效调动部门间订单执行力,1
撰写项目建议书，编制投标主要文件和项目合同,1
全面负责财务税务资金等各模块日常工作,0
协调客户后续服务中的各种内、外部疑难问题,1
拟定产品与物料编码方案和组织基础资料整合与系统输入,0
对区域内人员进行管理，给小组成员定期进行培训,1
微信公众号的管理,0
一般贸易进出口代理报关、仓储、物流、配送,0
负责化妆品进口供应链管理,0
擅长交际，乐观开朗,2
倾听和理解参与者需求，分析市场趋势和受众特点，在活动中提供独特的创意和观点,1
改善生产运营流程,0
熟悉国家相关法律法规，有较强的招聘和面试技巧熟悉国家相关法律法规，有较强的招聘和面试技巧,0
负责区域内客户建联,1
负责供应链战略相关研究,0
策划组织开展院内活动,0
组织能力,0
钢琴，学习音乐相关知识，学习语言等等，环境适应能力强，能与不同性格的同事进行很好的合作工作,2
定期组织团建活动或培训活动,1
进行数据追踪以及动作校准,0
人力资源数据分析与健康监控,0
熟练使用办公软件,0
协助组织完成大型校级活动,1
每周组织召开生产协调会,0
协助参与信息收集，完善人才地图,0
督促客户服务费用的按时回款，同时协助客服同客户前期及后期的接洽工作,1
重视团队协作,2
普通话标准,1
优化业务团队组织架构,0
分析客户以及其关联公司在关联交易过程中各自使用的资产、承担的功能和风险,0
PSPR软件运用及撰写推文记录,0
根据客户等级及其需求情况和产品特点设计供应链的 DP 点,0
为业务部门落实有效的人力资源解决方案,0
促使团队内部、团队与其他部门高效协作,1
优秀学生干部,2
结合公司战略以及业务部门诉求，提供专业的人力资源方法论支撑解决方案的设计,0
熟练使用电脑及办公软件,0
管理报告分析,0
主要负责开拓优质媒介资源（高校媒介资源为主）,0
周和月度激励政策的制定,1
数据治理，进行成本相关数据治理，编写 EFS 系统取数操作指引,0
具有一定亲和力和关系拓展维护能力,1
负责从 0-1 搭建供应链数智化创新项目,0
部门公众号运营：撰写、审核与发布推文,0
研发设计选型、物料标准化管理，善于供应商资源整合、降成本、提升交付和库存周转管理,0
辅助班子成员人岗匹配决策,1
参与公司短期/大量的安全技术类岗位招聘工作，在短短2周之内，成功推荐21人进行面试,0
海报、活动长图、背景板,0
卓越的ERP 财务领域解决方案设计能力,0
协助招生就业宣传委员会中各部门的工作,1
编写生产计划与物料需求计划,0
在校期间顺利完成计科主要课程，积累了较多理论基础;,0
的时间,2
助力业务战略落实,0
为解决供应商分散导致的交付、成本、品质及整体运营管理成本问题，开展资源优化整合项目,0
协助人力部门培训及团队活动具体事项,2
协助上级完成需求岗位的JD,2
具备扎实的数据分析能力，逻辑思维能力强，有丰富的数据分析评估,0
负责销售团队的建设和成长，培养专业的销售团队，建立销售团队激励机制，激发销售人员进行客户开拓和维护,1
具备较强的分析能力和抽象概括能力,0
每年向被审计单位提供会计政策更新培训,1
根据Forecast安排物料申购计划,0
具备良好的沟通能力,1
善思考、总结与复盘,0
梳理PLM、ERP系统物料及BOM管控模块需求,0
标书制作，合同起稿,1
统筹优化商业、营销、游戏、搜索、应用、内容等业务线 OD 体系,1
主要负责公众号及小程序的运营,0
选择、评估及考核第三方物流公司,0
熟悉国内各大热门媒体软件,0
进行组织设置、岗位设置与人员配备方案，筹划并实施人才储备及梯队建设,1
负责定期参与、跟踪、监督各品类子单元和各执行区域的年度指标、重点任务、重点事项的执行情况,0
组织敬业度调查、员工交流、评优、愿景周、家属参观日等活动,0
具备吃苦耐劳精神，可以接受长期出差,2
具备人力资源相关、经管、心理学等相关专业背景,0
负责事业部战略执行体系的建设,0
对项目组成员进行有效的指导和培训,1
负责用户运营策略制定和执行,0
建立战略、组织和人才一体的绩效合约与人才发展体系,0
自营商城的财务管理工作，包含运营管理（收退款、资金风控、开票、税务、结算以及核算，确保内外部合规以资金资产安全）和经营管理（预算管控和日常业务操盘的盈利管理，确保经营目标达成）,0
使用Tableau搭建日常分析所用的数据看板，发布到线上平台，实现业务进度实时监控,0
备货备料管理、订单风险评审、主计划排产、产品交付规划、MRP运算物料请购管理、人员设备资源和生产计划管理、库存及呆滞等订单至交付全流程管理,0
具备良好的市场调研、分析能力,0
据此建立通用性数据模型,0
带领团队打造最佳人才管理实践并在行业内落地推广,1
熟练运用 office 办公软件,0
在销售人员缺席时，及时转告客户信息，妥善处理,1
对项目组成员进行有效的指导和培训,1
管理项目团队，对团队成员提供专业指导和技术支持,1
强大的团队意识,1
全面负责 JCT 公司及其控股子公司整体财务运作,0
抗压力强,2
通过不同维度的分析发现新的机会，以此推动产品的优化和创新,0
通过供应商成本分析、电子招标、整合供应商、以及缩短供应商标准交期等策略，降低采购成本,0
带领团队支持年超 200 亿元订单交付，年采购额超 100 亿元采购管理工作,2
作为业务对接人，负责业务梳理和系统表单和规则编写等实施工作,0
有事业心，拼搏,2
进行货物进销存及库销比率管控,0
根据品牌营销节点输出运营策略，制定每⽉SOP规划分配每⽉探店、寄拍数量，制作BF,0
能解决复杂问题，关注细节和落地，而不是停留在想和说,0
经相关领导签字批准后对公司文件进行发文、归档,0
充满自信,2
及时根据投放数据复盘并释出可行性分析报告,0
负责公司内部的文书工作，制定公司规章制度与合同的拟定,1
熟练运⽤Office软件、剪映，掌握基础PS,0
能承受较强的工作压力,2
卓越的ERP 财务领域解决方案设计能力,0
卓越的逻辑思维与分析能力，能够很好的规划和设计产品功能、使用流程与交互体验,0
目标客户职位信息分析,0
做好监督、激励,1
熟练掌握中文、英文及粤语,1
通过职责调整、目标和指标优化、人力配置等途径疏通组织运作卡点和痛点,0
熟练使用Axure、Visio、MSOffice、MindManager等专业工具,0
热爱产品，热爱用户，热爱研究，把创造作为生活最大的乐趣来源,2
负责对公司媒介资源的维护更新,0
在校期间担任网球俱乐部主席以及训练队队长,1
学习能力强，能够快速了解公司业务，学习新的工作内容和流程,2
对价格敏感，有较可的议价及谈判能力,1
优化供应商导入及管理制度,0
理解总部战略和目标,0
简历筛选、挖掘,0
实施全行绩效考核流程与制度建设优化,0
定期对行业市场活动资源以及动态进行收集、调研并出具报告,0
结合补货系统、预算分析库存数据,0
提供库存商品及采购供应数据分析报告,1
及时传达老师的各项通知,1
能适应变化和承受较大的工作压力,2
带领所负责的团队实施专业采购任务,1
包容性强,2
负责跨部门的供应链协同，负责牵头组织相关单元协同,2
2020年年度绩效为优秀，排名前10%-15%,2
深刻理解业务运营模式和指标，了解行业动向和市场需求，为业务目标负责,0
熟练使用Taleau可搭建每日更新的图表及仪表盘,0
进⾏⽂案撰写300+，产品图拍摄200+,1
实施完善战略设计和管控体系,0
听说读写流利；海外独立留学和工作多年,1
Excel,0
全面负责 JCT 公司及其控股子公司整体财务运作,0
负责协调活动策划，推广和执行工作，培养良好的团队协作和沟通能力,1
负责公司内部违纪事件的处理包括调查、核实、报批和公布等,0
结果导向,2
建立公司职业经理人激励和薪酬机制,1
逻辑思维严谨,0
优秀的书面和口头表达能力，熟悉使用办公软件，具备大数据和文件管理能力,1
学生会外联部部长,1
自我驱动,2
建立各环节管理制度，全面提升团队成员系统化业务管控能力,0
踏实认真,2
熟练掌握供应链、交付体系的管理流程与方案处理，熟悉终端产品的行销、研发定制、采购、物流等相关知识,0
有着良好的学习能力以及适应抗压能力，在毕业之后仍保持着对于不同事物的学习，学习与人沟通的话术，学习,2
组织供应商开发、维护及评估考核,0
打破部门墙、提升供应链整体运作效率,0
创建门店独有订货流程和管理模式,0
在研发中心担任研发工程师负责新项目开发,0
组织产能规划与评审、编写 MPS 与 APS,1
对仓库进行重新规划与调整,0
包容性强,2
统筹规划能力,1
预算管理体系构建，承接集团和板块的预算管理体系，细化预算管理业务流程，结合本平台业务特性，细化预算管理工具,0
对 S&OP 进行重新梳理与优化,0
与第三方建立良好的关系,2
善于分析和解决复杂逻辑问题,0
合理控制成本费用支出，有效地发挥了财务内控职能,0
年度规划&KPI,0
Working in a team develop project scope deliverables resource requirements budget and timeline,2
与学生会等多个部门合作,2
普通话二甲资格证,0
负责监督和指导平台总部各部门及下属公司采取有效措施,1
开发全行绩效发展辅导体系,0
金蝶云社区核心团队组建，成功招聘数据库内核工程师、高级互联网运营、大数据工程师、NLP 工程师等职位,1
负责对接客户需求，保障客户的准时交付,2
基本完成了 IPO 审计发现的财务合规性整改事项,0
强烈的责任心与服务意识,2
面试人员接待,1
协助客户回访，完成回访客户信息登记统计,1
选择、评估及考核第三方物流公司,0
负责供应链目标确定和达成计划分解,0
搜集各地区人才市场信息，并熟悉各地区人事法规，跟踪和搜集同行业人才动态,0
制定产品战略规划策略,0
协助院长处理相关事务,1
资源整合能力,1
独立的资金和税务筹划管理,0
策划部门的人才供应策略和措施,1
具备出色的项目谈判和管控能力,1
定期组织团建活动或培训活动,0
英文优秀，托福 top 1% global，多次任项目翻译,1
高度的工作热忱,2
多次组织开展部门间业务培训与学习，并形成工作手册,1
业务导向，目标感强，结果导向,2
负责建立企业的人才储备库,0
针对新系统的工作流程提出优化方案,0
建立起面向综合金融和互联网转型战略的战略地图与平衡计分卡指标体系,0
协助供应链总监做好物料采购工作,1
结合业务需求有效地达成用户增长目标,0
负责对接海外客户并详细讲解项目的工作流程以及时间上的安排,1
组织召开产供销会议与供应商联席会议,1
善与沟通和解决突发问题,1
多品类多职能的工作经历,0
根据公司总体战略，结合市场情况制定销售策略与规划,0
协调各部门采取有效行动减少缺货和管损,1
具备优秀的对外沟通协调能力，能够拉通对外集成的诉求，推动上下游解决问题,1
重新设计供应链流程和组织打通端到端信息流,0
人才简历筛选和面试，人才素质模型打造，绩效框架制定，培训计划制定及执行等,0
为所有顾客提供优质的服务,2
统筹管理本项目组交付工作，负责协调处理各类生产中的异常情况，保障生产的正常化，均衡化,1
能承受较强的工作压力,2
分析现金流，成本控制和费用，分析财务报表，以找出潜在的薄弱环节，确保财务报告的准确性,0
利用 excel 搭建模型,0
根据各部门需求，制定的滚动计划，生产计划,0
为人坦诚,2
作为集团预算管理工作小组组员，完成全面预算工作的常规工作，包括预算方案（包括模板、控制策略和弹性系数）的设置、优化、下发、和汇总,0
分析并筛选项目,0
主导或参与项目投资,1
对公司的招聘计划、薪酬福利制度、绩效管理、培训、员工关系等方面进行落地执行,0
给销售部门提供预测判断依据,2
负责合同管理，创建合同，跟进签订合同，合同归档,1
结合平台业务需求，制定具有平台特色的分析报告模板,0
处理社团内部活动与沟通，组织社团进行团建工作,0
收集行业人才信息，完善人才地图，建立人才库,0
尽调访谈,1
皮实务实能抗压；抗压能力强,2
对运营计划进行跟踪、分析，验收和复盘运营结果、调整优化后续的运营手,0
逻辑能力出众，有较强的逻辑思维、分析解决问题的能力,0
供应链中心全盘管理经验,0
统筹菜鸟国际供应链事业部多个业务板块相关财务管理工作,1
与客户中高层进行深度沟通,1
负责梳理各部门的培训内容，协调用人部门情况做人物画像分配,0
根据企业的营销目标 、市场趋向及产品定位 ，制定产品营销策划,0
关注新员工的融入与培养,1
为人正直有韧性,2
打造学习型采购团队，给每名成员机会主导改善项目、组织经验分享，培养员工采购计划能力及综合管理能力，提升其自我驱动力,1
具有专业的环境设计教育背景，扎实的理论技术，熟悉室内、景观等设计流程及方法,0
带领团队进行业务年度预算&日常经营分析管理、SOX 合规风控流程设计、核算&收付款风险评估、国际关税解决方案,1
持续调整运营策略,0
负责客户需求调研及核心用户日常维护，收集和分析用户反馈需求,0
开放的心态,0
具备敏锐的洞察能力,0
制定西区所有门店整年品类空间调整计划,0
负责在抖音找符合条件的达人进行洽谈，合作拍摄视频，进行商品推广,1
参与相关模块项目的策划及落地,0
熟练掌握相关办公软件、管理软件的应用,0
工作认真细致，有耐心，有责任心，且具备求知欲和学习能力,2
2、3年以上营销传播或媒介相关经验，有过平台明星、娱乐营销商业化经验优先,0
优秀的逻辑思维与系统分析能力，对数据和数据的意义很敏感,0
能够独立完成领域内的工作,0
进行日常数据统计及分析，参与招聘流程提效,0
为客户的整体或分布财务数据进⾏定量与定性分析,0
内容审美能力强，文字功底好,1
配合完成跟客户的需求沟通,1
5年四大Deloitte(德勤)审计工作经验，8年阿里巴巴菜鸟网络财务经验（其中5年业务运营财务，2年财务管理岗位，1年全盘财务操盘经历），2年世界500强外企经验，积累了丰富的财务能力及管理能力，沉淀战略及策略目标探索落地的方法论,0
推动区域按要求按规范落地执行,0
ERP、WMS系统逻辑优化,0
谈判能力,1
愿意尝试新事物、敢去挑战,0
抗压能力强,2
建立订单预测及风险管理机制,0
提供库存商品及采购供应数据分析报告,0
通过往年销售量的分析，对本年度计划生产数量和月生产量进行预测并与供应商提供的产能进行管理,0
协助财务经理处理日常工作,2
作为项目的接口人，主动跟进客户需求，组织客户讨论和项目汇报,1
2018-2019获得广州工商学院海通杯校园模拟校园炒股大赛优秀奖,2
负责自营供应商管理,1
勤奋好学,0
工作积极,2
归纳剖析门店缺货关键和高库存原因，制订有效解决方案,0
检查推文撰写条理逻辑以及排版问题，及时跟进推文反馈意见，根据反馈意见分析推文的质量问题加以改进以提高推文的关注量和转发量,1
处理客户突发事件,0
擅长管理制度及工作流程搭建,0
全面负责内审部工作,0
负责供应商物料交期控制、交货质量数据分析,0
具备较强的抗压能力,2
顺利完成六种机型开发与量产导入,0
遇到困难时乐观积极、不会轻易气馁,2
真实正直,2
优化供应商管理,0
推动 ROE 公司制度流程优化并实现 IT 信息化,0
通过重构集团内公司的 VIE 架构，解决潜在税务风险,0
EHR系统,0
目标导向，对产品工作负责,2
深度挖掘行业客户在数字化的互动运营及需求,0
建立健全财务政策制度及操作流程,0
有活力,2
负责预算管理类云应用产品需求分析、产品设计、迭代开发以及上线运营的产品全生命周期管理,0
主导 财务标准作业流程的梳理,1
推动资源结构优化，分级分类落实二供资源开发，系统性降低供应风险,0
较好的倾听能力,1
有较强的商务谈判能力，分析能力和沟通协调,1
Develop and maintain relationships with clients during the projects and as part of overall business development efforts,1
勤奋细致，执行力强，能在压力下工作,2
对仓库进行重新规划与调整,0
2020—2021 年带队参加“大学生创新创业大赛”获得校级立项,1
经总裁授权，代表总裁进行重大商务，公共关系活动,0
具有较强的逻辑分析,0
创新能力和发散思维强,0
开拓新客户,0
董事会、投资人的向上及对外管理能力,1
优秀的团队协作能力,2
优化物流线路，制定物流串联机制，推行可视化仓储管理,0
沟通表达能力,1
优化供应商管理,0
及时跟进并响应品类/销售BD需求，输出响应报告，助力业务增长,0
在校期间顺利完成计科主要课程，积累了较多理论基础;,0
跨部门横向协同,1
责任心重,2
思路清晰，考虑问题细致;,0
诊断企业能力现状通过标杆世界一流企业、市场最佳实践找出现状问题和能力短板,0
推动完善人力资源的流程体系,0
有好奇心,0
能够了解数据，分析数据，设立关键业务指标，及时发现运营问题并提出相应的解决方案跟踪结果,0
诚信、守正,2
确保顺利实施落地,0
良好的逻辑化表达能力,0
建立并维护社团内的学生与学校管理层之间的联系，协调各二级学院的学生社团联合会的工作,1
熟练使用,0
人力资源系统,0
负责带领新人了解并熟悉网站编辑的相关工作内容,1
组织供应商的开发、评估与考核,1
研究政府相应规划，根据公司的战略规划，行业洞察与竞对分析，为管理层提供供应链战略分析和落地执行方案,0
员工信息管理：员工面试、入职、离职、转正流程；员工信息的档案建立和管理流程,0
制定和改善招聘流程,0
统筹、策划并开展各大小艺术类学生活动,0
提升员工的满意度，降低离职率,1
及时发现核心项目业务资产管理问题和库存风险，推动业务 KPI 进行合理优化,0
对 S&OP 进行重新梳理与优化,0
推行产品降本和销售毛利管理机制,0
富有创业精神,0
有效解决员工关系问题,1
加强财务人员的培训和考核工作，提高财务系统人员的业务素质,1
具有较强的学习能力,2
出具相关分析报告供管理层决策,1
developing an understanding of the business supporting the conclusions of your analysis,0
与采购、营运等多部门合作，共同解决高库存及缺货问题,1
及时并保质完成产品开发,0
完成公司制定的年度销售目标,0
领导了与食品行业的第一次跨行合作,2
